"subscription_length","vehicle_age","customer_age","region_density","airbags","displacement","cylinder","turning_radius","length","width","gross_weight","ncap_rating"
0.6,0.6,54,6108,2,1498,4,4.9,3995,1695,1051,4
6.1,0,48,65567,2,796,3,4.6,3445,1515,1185,0
11.4,2.6,41,6108,2,796,3,4.6,3445,1515,1185,0
8,1,43,5410,6,1493,4,5.2,4300,1790,1720,3
10.5,2.2,36,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,0.2,49,6112,2,1497,4,5,3990,1755,1490,5
5,0,43,4076,2,796,3,4.6,3445,1515,1185,0
7.5,0.8,43,34738,2,796,3,4.6,3445,1515,1185,0
11.3,2.8,43,7788,6,1493,4,5.2,4300,1790,1720,3
10.4,0.4,44,27003,2,1197,4,4.8,3845,1735,1335,2
2.9,2.2,64,290,2,1498,4,4.9,3995,1695,1051,4
9.9,1.8,35,8794,2,1197,4,4.8,3845,1735,1335,2
7.9,2,49,6108,2,998,3,4.7,3655,1620,1340,2
10.2,2,39,6112,2,1197,4,4.8,3845,1735,1335,2
5.3,1.4,44,4990,2,796,3,4.6,3445,1515,1185,0
3,4,48,4076,6,1493,4,5.2,4300,1790,1720,3
8.8,2.2,41,8794,6,1493,4,5.2,4300,1790,1720,3
11.4,0.4,44,6108,1,1196,4,4.5,3675,1475,1510,0
0.9,1.2,35,290,2,1197,4,4.8,3845,1735,1335,2
0.2,1.6,37,27003,6,1493,4,5.2,4300,1790,1720,3
10.9,2,53,34791,6,1493,4,5.2,4300,1790,1720,3
12.3,0.8,49,8794,2,1197,4,4.8,3845,1735,1335,2
10.2,0.4,49,27003,2,1498,4,4.9,3995,1695,1051,4
5.7,0.6,45,34738,6,1493,4,5.2,4300,1790,1720,3
10.1,2.4,42,27003,2,1197,4,4.8,3845,1735,1335,2
11.2,1.6,49,4076,2,1197,4,4.8,3995,1735,1335,2
5.7,0,43,73430,2,796,3,4.6,3445,1515,1185,0
5.4,2.4,41,5410,6,1197,4,4.85,3990,1745,1410,0
7.8,0.4,50,4076,2,796,3,4.6,3445,1515,1185,0
2.5,1.2,36,27003,2,1197,4,4.8,3845,1735,1335,2
5.5,2.6,39,27742,2,1197,4,4.8,3845,1735,1335,2
4.7,0.4,54,65567,2,796,3,4.6,3445,1515,1185,0
5.1,1.4,43,34738,6,1493,4,5.2,4300,1790,1720,3
9,1,47,4076,2,796,3,4.6,3445,1515,1185,0
6.5,2.8,49,27003,6,1493,4,5.2,4300,1790,1720,3
10.3,1,56,8794,6,1197,4,4.85,3990,1745,1410,0
0.9,2.6,37,27003,2,1498,4,4.9,3995,1695,1051,4
10.1,0.4,47,8794,2,1197,4,4.8,3845,1735,1335,2
12.1,1,46,8794,2,1197,4,4.8,3845,1735,1335,2
10.6,2.8,62,6108,6,1197,4,4.85,3990,1745,1410,0
11.9,2.6,41,5410,6,1493,4,5.2,4300,1790,1720,3
11.7,0,36,27003,2,999,3,5,3731,1579,1155,2
0.7,1.2,49,4076,2,1497,4,5,3990,1755,1490,5
0.1,0.4,35,34738,2,796,3,4.6,3445,1515,1185,0
8.1,1,48,8794,2,998,3,4.7,3655,1620,1340,2
10.4,1,56,5410,1,1196,4,4.5,3675,1475,1510,0
0.9,0.6,36,6112,6,1493,4,5.2,4300,1790,1720,3
10.3,1.4,41,5410,6,1493,4,5.2,4300,1790,1720,3
5.6,2.4,37,27003,6,1493,4,5.2,4300,1790,1720,3
10,0.2,40,8794,2,1197,4,4.8,3845,1735,1335,2
7.8,0.4,44,7788,6,1493,4,5.2,4300,1790,1720,3
8.7,1.6,39,8794,2,998,3,4.7,3655,1620,1340,2
3.7,3,45,6108,2,1197,4,4.8,3845,1735,1335,2
7.1,3.4,48,8794,6,1197,4,4.85,3990,1745,1410,0
5.7,0,57,290,2,1197,4,4.8,3845,1735,1335,2
2.2,0,42,21622,2,998,3,4.7,3655,1620,1340,2
0.5,0.6,54,34738,2,796,3,4.6,3445,1515,1185,0
1.5,0.6,40,65567,2,1497,4,5,3990,1755,1490,5
9.6,1,43,34738,2,796,3,4.6,3445,1515,1185,0
12.3,1.4,38,4076,6,1493,4,5.2,4300,1790,1720,3
0.6,0,44,6108,2,796,3,4.6,3445,1515,1185,0
0.8,0.2,41,6112,6,1493,4,5.2,4300,1790,1720,3
5.2,1.8,43,34738,2,1197,4,4.8,3845,1735,1335,2
9.9,1.8,39,27003,2,998,3,4.7,3655,1620,1340,2
12.1,2.6,40,5410,6,1493,4,5.2,4300,1790,1720,3
11.4,0.4,54,7788,6,1493,4,5.2,4300,1790,1720,3
3.4,0.4,39,34738,2,796,3,4.6,3445,1515,1185,0
1.5,2.2,50,8794,6,1197,4,4.85,3990,1745,1410,0
6,0.2,48,4076,2,796,3,4.6,3445,1515,1185,0
1.9,3.4,38,17804,2,1199,3,5.1,3993,1811,1660,5
10.1,4.4,57,17804,6,1493,4,5.2,4300,1790,1720,3
5.5,0.4,47,73430,2,1197,4,4.8,3845,1735,1335,2
10.9,2.8,35,27003,6,1493,4,5.2,4300,1790,1720,3
1,1.4,47,34738,2,1498,4,4.9,3995,1695,1051,4
10.1,1.6,41,27003,2,1497,4,5,3990,1755,1490,5
8.9,1.2,43,5410,2,796,3,4.6,3445,1515,1185,0
0.7,2.6,37,17804,2,1197,4,4.8,3845,1735,1335,2
0.7,2.2,50,4990,2,1197,4,4.8,3845,1735,1335,2
6.7,2.4,54,5410,2,998,3,4.7,3655,1620,1340,2
7.9,0.2,47,6108,2,796,3,4.6,3445,1515,1185,0
10.9,2.8,45,8794,2,998,3,4.7,3655,1620,1340,2
4.5,3.2,40,5410,6,1493,4,5.2,4300,1790,1720,3
0.8,3,40,34738,2,1197,4,4.8,3845,1735,1335,2
10.7,2.6,60,8794,2,1197,4,4.8,3845,1735,1335,2
11.9,0.8,54,5410,6,1493,4,5.2,4300,1790,1720,3
4,3.4,40,27003,2,1197,4,4.8,3845,1735,1335,2
9.8,0.2,48,5410,2,796,3,4.6,3445,1515,1185,0
6.6,0.4,38,73430,2,998,3,4.7,3655,1620,1340,2
11.1,1,45,8794,2,999,3,5,3731,1579,1155,2
5.6,2.6,43,4076,2,999,3,5,3731,1579,1155,2
2.9,2.6,47,8794,2,1197,4,4.8,3845,1735,1335,2
10.1,0.8,36,27003,2,1197,4,4.8,3845,1735,1335,2
1,1.6,50,5410,2,1497,4,5,3990,1755,1490,5
0.1,3.4,49,8794,2,1497,4,5,3990,1755,1490,5
0.8,2.4,43,7788,6,1493,4,5.2,4300,1790,1720,3
5.1,1.8,43,27003,2,999,3,5,3731,1579,1155,2
1.5,1.4,39,5410,2,998,3,4.7,3655,1620,1340,2
6.7,0.4,36,16206,2,796,3,4.6,3445,1515,1185,0
6.3,0.6,58,34738,2,1197,4,4.8,3845,1735,1335,2
10.6,1.8,56,6108,2,1197,4,4.8,3845,1735,1335,2
12.3,3.4,60,8794,2,1197,4,4.8,3845,1735,1335,2
10.9,3.2,36,34738,2,1197,4,4.8,3845,1735,1335,2
11.9,1.8,40,8794,6,1493,4,5.2,4300,1790,1720,3
2.9,2,36,8794,2,998,3,4.7,3655,1620,1340,2
6.9,0.2,43,4076,2,796,3,4.6,3445,1515,1185,0
8.8,1.2,40,17804,6,1493,4,5.2,4300,1790,1720,3
11.3,0.4,40,8794,6,1197,4,4.85,3990,1745,1410,0
11.3,0.4,48,34738,2,998,3,4.7,3655,1620,1340,2
10.9,2.2,41,8794,6,1493,4,5.2,4300,1790,1720,3
3.3,2,65,8794,6,1493,4,5.2,4300,1790,1720,3
2,1.8,43,4076,2,1498,4,4.9,3995,1695,1051,4
1.8,1.4,58,65567,2,1197,4,4.8,3845,1735,1335,2
7.1,1.6,39,73430,2,1197,4,4.8,3845,1735,1335,2
10,0.2,43,4990,2,796,3,4.6,3445,1515,1185,0
8.1,3.8,47,27742,6,1197,4,4.85,3990,1745,1410,0
4.4,0,39,4076,2,796,3,4.6,3445,1515,1185,0
11.4,0.6,49,7788,2,998,3,4.7,3655,1620,1340,2
7.9,2.6,36,34791,2,1197,4,4.8,3845,1735,1335,2
5.2,4.2,42,8794,2,1197,4,4.8,3845,1735,1335,2
11.2,1,41,290,2,796,3,4.6,3445,1515,1185,0
10.4,3,37,7788,2,1197,4,4.8,3845,1735,1335,2
5.3,2.2,40,73430,2,1197,4,4.8,3845,1735,1335,2
10.7,0.6,60,8794,6,1493,4,5.2,4300,1790,1720,3
11.5,3.2,53,34738,2,1197,4,4.8,3845,1735,1335,2
12.2,1.8,60,34738,2,1197,4,4.8,3845,1735,1335,2
2.9,1.2,35,8794,2,1197,4,4.8,3995,1735,1335,2
3.9,1.8,39,5410,2,1498,4,4.9,3995,1695,1051,4
11.7,0.4,43,5410,2,796,3,4.6,3445,1515,1185,0
0.4,2,36,27003,2,999,3,5,3731,1579,1155,2
8,0,66,34738,2,796,3,4.6,3445,1515,1185,0
9.9,0.2,50,7788,2,1197,4,4.8,3845,1735,1335,2
0.7,0.2,40,73430,2,796,3,4.6,3445,1515,1185,0
0.8,0,48,4076,2,796,3,4.6,3445,1515,1185,0
10.5,2.6,57,7788,6,1493,4,5.2,4300,1790,1720,3
7.6,1,45,27003,2,796,3,4.6,3445,1515,1185,0
1.3,0.6,36,6112,2,796,3,4.6,3445,1515,1185,0
5.6,1,39,65567,2,796,3,4.6,3445,1515,1185,0
1.7,2,43,27003,2,796,3,4.6,3445,1515,1185,0
10.3,3.6,38,7788,2,998,3,4.7,3655,1620,1340,2
2.5,0.6,42,4076,6,1493,4,5.2,4300,1790,1720,3
12.2,1.4,43,34738,2,1199,3,5.1,3993,1811,1660,5
10.8,1.4,52,8794,2,1197,4,4.8,3845,1735,1335,2
10,1,47,7788,2,796,3,4.6,3445,1515,1185,0
5.3,0.2,39,4990,2,796,3,4.6,3445,1515,1185,0
0.7,1,35,4990,2,1197,4,4.8,3845,1735,1335,2
11,2.8,50,4076,6,1493,4,5.2,4300,1790,1720,3
0.4,3.4,39,6112,2,1197,4,4.8,3845,1735,1335,2
2.5,2.8,40,34738,6,1493,4,5.2,4300,1790,1720,3
4.8,0.4,47,27003,2,796,3,4.6,3445,1515,1185,0
4.6,1.2,53,7788,2,1197,4,4.8,3845,1735,1335,2
11,3.4,40,7788,2,998,3,4.7,3655,1620,1340,2
10.1,2.2,45,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,4.6,37,8794,6,1197,4,4.85,3990,1745,1410,0
5.5,0.4,36,8794,2,1197,4,4.8,3845,1735,1335,2
8,0.2,37,17804,2,796,3,4.6,3445,1515,1185,0
8.4,1.4,53,5410,2,796,3,4.6,3445,1515,1185,0
4.9,1,35,8794,6,1493,4,5.2,4300,1790,1720,3
3.8,1.4,41,27003,2,1197,4,4.8,3995,1735,1335,2
4.7,0.4,40,8794,6,1493,4,5.2,4300,1790,1720,3
11.2,0.2,53,8794,6,1493,4,5.2,4300,1790,1720,3
0.4,0.6,64,4076,2,796,3,4.6,3445,1515,1185,0
12,2.6,47,27003,1,1196,4,4.5,3675,1475,1510,0
8.1,0.2,44,34791,2,796,3,4.6,3445,1515,1185,0
0.3,0.6,37,4076,2,796,3,4.6,3445,1515,1185,0
10.8,2,48,8794,6,1493,4,5.2,4300,1790,1720,3
10.9,1,37,27003,2,1197,4,4.8,3995,1735,1335,2
6.7,0.2,41,34791,2,998,3,4.7,3655,1620,1340,2
9.3,1.2,39,27003,2,999,3,5,3731,1579,1155,2
3,1,42,73430,2,796,3,4.6,3445,1515,1185,0
11.8,2.6,45,8794,2,998,3,4.7,3655,1620,1340,2
5,3.2,40,8794,1,1196,4,4.5,3675,1475,1510,0
2,2.6,41,27003,2,1197,4,4.8,3845,1735,1335,2
12.4,2,49,8794,6,1493,4,5.2,4300,1790,1720,3
2.5,2,39,27003,6,1493,4,5.2,4300,1790,1720,3
3.8,2.2,40,34738,6,1493,4,5.2,4300,1790,1720,3
5.1,0.4,47,27003,6,1493,4,5.2,4300,1790,1720,3
0.7,2.4,39,8794,2,1498,4,4.9,3995,1695,1051,4
11.2,3.6,50,8794,6,1197,4,4.85,3990,1745,1410,0
2.7,3.8,39,17804,6,1493,4,5.2,4300,1790,1720,3
8.8,1.4,59,34791,2,1197,4,4.8,3845,1735,1335,2
0.4,3.8,36,27003,6,1493,4,5.2,4300,1790,1720,3
12,2.8,36,8794,2,1197,4,4.8,3845,1735,1335,2
1,3,50,6108,2,998,3,4.7,3655,1620,1340,2
3.5,0.2,60,4076,2,796,3,4.6,3445,1515,1185,0
0.6,0,45,34738,2,796,3,4.6,3445,1515,1185,0
12,0.8,51,7788,6,1493,4,5.2,4300,1790,1720,3
2.9,6.4,40,27742,6,1493,4,5.2,4300,1790,1720,3
8.3,3.8,50,4076,2,1497,4,5,3990,1755,1490,5
0.4,3,40,27003,2,1197,4,4.8,3845,1735,1335,2
9.2,0,37,27003,2,1497,4,5,3990,1755,1490,5
2.9,0.6,36,34738,2,796,3,4.6,3445,1515,1185,0
6,2.8,50,27003,2,998,3,4.7,3655,1620,1340,2
10.6,1.4,47,8794,2,998,3,4.7,3655,1620,1340,2
1.3,0.6,41,34738,6,1493,4,5.2,4300,1790,1720,3
1.4,0.6,53,4076,2,796,3,4.6,3445,1515,1185,0
12.3,1,37,7788,2,1197,4,4.8,3845,1735,1335,2
1.3,2,48,34738,6,1493,4,5.2,4300,1790,1720,3
2,3.4,40,5410,6,1493,4,5.2,4300,1790,1720,3
3.6,3.2,48,8794,2,1197,4,4.8,3845,1735,1335,2
5.9,0.2,58,4076,2,796,3,4.6,3445,1515,1185,0
11.7,1.2,39,27003,2,1197,4,4.8,3845,1735,1335,2
11.3,1,40,17804,6,1197,4,4.85,3990,1745,1410,0
11.1,3,35,8794,6,1493,4,5.2,4300,1790,1720,3
9.9,0.2,40,290,2,796,3,4.6,3445,1515,1185,0
9.9,2.8,40,4076,2,1197,4,4.8,3845,1735,1335,2
0.8,1.8,37,4990,2,1197,4,4.8,3845,1735,1335,2
10.8,0.4,44,4076,6,1493,4,5.2,4300,1790,1720,3
3.2,1.2,48,34791,2,1497,4,5,3990,1755,1490,5
3.3,1.8,37,8794,6,1197,4,4.85,3990,1745,1410,0
12.3,0.6,52,8794,2,1197,4,4.8,3845,1735,1335,2
4.1,3,47,8794,2,1197,4,4.8,3845,1735,1335,2
5.8,0.2,58,34738,2,796,3,4.6,3445,1515,1185,0
2.3,1.2,39,4990,2,796,3,4.6,3445,1515,1185,0
4.7,0,48,34791,2,796,3,4.6,3445,1515,1185,0
9,2.8,44,8794,2,1199,3,5.1,3993,1811,1660,5
0.5,0,48,27003,2,796,3,4.6,3445,1515,1185,0
10.4,3.8,40,8794,6,1493,4,5.2,4300,1790,1720,3
11.9,0.8,37,27003,2,999,3,5,3731,1579,1155,2
7.7,1.6,35,27003,2,1197,4,4.8,3845,1735,1335,2
0.1,2.8,39,8794,2,1197,4,4.8,3845,1735,1335,2
3.3,2.8,42,8794,2,1197,4,4.8,3845,1735,1335,2
0.3,1,53,16206,6,1197,4,4.85,3990,1745,1410,0
9.7,0.8,50,4076,2,796,3,4.6,3445,1515,1185,0
2.2,1.2,45,4076,2,796,3,4.6,3445,1515,1185,0
1.2,1.4,35,13051,2,1197,4,4.8,3845,1735,1335,2
11,1.6,46,34738,2,999,3,5,3731,1579,1155,2
6.2,0.6,56,8794,2,796,3,4.6,3445,1515,1185,0
4.6,2.4,56,27003,2,998,3,4.7,3655,1620,1340,2
10.9,1.2,41,8794,2,1197,4,4.8,3845,1735,1335,2
6.6,1.4,37,5410,6,1493,4,5.2,4300,1790,1720,3
8.4,0.8,50,6112,2,796,3,4.6,3445,1515,1185,0
5.9,0.6,42,34738,2,1497,4,5,3990,1755,1490,5
0.9,0.8,54,73430,2,796,3,4.6,3445,1515,1185,0
12.2,2,56,8794,2,1197,4,4.8,3845,1735,1335,2
7.3,4,42,3264,2,1197,4,4.8,3845,1735,1335,2
0.2,0.6,42,4076,2,796,3,4.6,3445,1515,1185,0
10.6,0.6,51,34738,6,1493,4,5.2,4300,1790,1720,3
5.9,1.8,41,73430,2,1197,4,4.8,3845,1735,1335,2
9.4,1,41,4076,2,1197,4,4.8,3995,1735,1335,2
6.3,0.8,63,73430,2,796,3,4.6,3445,1515,1185,0
5.4,0.2,44,4076,2,796,3,4.6,3445,1515,1185,0
3.4,2,56,34738,2,1498,4,4.9,3995,1695,1051,4
0.2,0.4,57,73430,2,1497,4,5,3990,1755,1490,5
10.5,2,44,6112,6,1197,4,4.85,3990,1745,1410,0
3,0.8,43,13051,2,796,3,4.6,3445,1515,1185,0
10.7,2.2,36,8794,2,998,3,4.7,3655,1620,1340,2
4.9,0,41,73430,2,796,3,4.6,3445,1515,1185,0
11.8,1.6,43,34738,6,1493,4,5.2,4300,1790,1720,3
8,0,48,34738,2,1197,4,4.8,3845,1735,1335,2
1.7,0.8,37,34738,6,1197,4,4.85,3990,1745,1410,0
7.5,1.8,45,27003,2,796,3,4.6,3445,1515,1185,0
11,0.6,42,8794,2,1498,4,4.9,3995,1695,1051,4
11,0.2,60,8794,2,1498,4,4.9,3995,1695,1051,4
12,1.2,44,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,2,43,34738,6,1493,4,5.2,4300,1790,1720,3
11.2,1.4,35,8794,6,1493,4,5.2,4300,1790,1720,3
11.6,3.4,39,4076,2,998,3,4.7,3655,1620,1340,2
1.4,0.6,37,8794,2,1197,4,4.8,3845,1735,1335,2
6.2,1,52,73430,2,796,3,4.6,3445,1515,1185,0
11.9,1,40,8794,2,998,3,4.7,3655,1620,1340,2
11.2,2.8,42,8794,6,1493,4,5.2,4300,1790,1720,3
10.3,0.2,49,17804,6,1197,4,4.85,3990,1745,1410,0
0.8,0.2,39,290,2,1197,4,4.8,3845,1735,1335,2
7.2,0.6,43,27003,2,998,3,4.7,3655,1620,1340,2
2.5,0.6,43,34738,2,796,3,4.6,3445,1515,1185,0
7.4,2.6,40,8794,2,796,3,4.6,3445,1515,1185,0
0.8,1.2,46,27003,2,1197,4,4.8,3995,1735,1335,2
11.7,1.8,41,8794,6,1493,4,5.2,4300,1790,1720,3
8.2,0.2,50,16206,2,796,3,4.6,3445,1515,1185,0
3.1,0.6,45,16206,2,998,3,4.7,3655,1620,1340,2
3.6,1.2,35,8794,6,1493,4,5.2,4300,1790,1720,3
11.2,2.4,39,8794,2,1197,4,4.8,3845,1735,1335,2
11.1,2.4,39,6112,2,998,3,4.7,3655,1620,1340,2
1.7,1,45,27003,2,1498,4,4.9,3995,1695,1051,4
10.8,0.8,40,73430,2,1498,4,4.9,3995,1695,1051,4
8.9,0.2,45,6112,2,796,3,4.6,3445,1515,1185,0
3.4,1,39,4076,1,1196,4,4.5,3675,1475,1510,0
1.4,0.6,47,27003,2,796,3,4.6,3445,1515,1185,0
0.9,0.8,38,34738,6,1197,4,4.85,3990,1745,1410,0
6.9,0.2,48,17804,2,796,3,4.6,3445,1515,1185,0
1.3,2.6,48,8794,2,1197,4,4.8,3845,1735,1335,2
3.6,0,46,73430,2,796,3,4.6,3445,1515,1185,0
12.3,0.8,39,27742,2,1197,4,4.8,3845,1735,1335,2
2.2,2.4,64,17804,2,1197,4,4.8,3845,1735,1335,2
10.3,1.8,52,34738,2,1197,4,4.8,3845,1735,1335,2
9.7,2.4,40,17804,6,1493,4,5.2,4300,1790,1720,3
10.5,1,40,7788,2,1197,4,4.8,3845,1735,1335,2
1.7,1,35,16733,1,1196,4,4.5,3675,1475,1510,0
11,1.8,49,8794,2,998,3,4.7,3655,1620,1340,2
0.8,1.2,45,6112,2,796,3,4.6,3445,1515,1185,0
10,2.2,46,27003,6,1493,4,5.2,4300,1790,1720,3
12.4,3.6,43,7788,1,1196,4,4.5,3675,1475,1510,0
2.9,3,41,73430,6,1493,4,5.2,4300,1790,1720,3
0.9,2,47,4076,2,1197,4,4.8,3845,1735,1335,2
5.3,2.2,50,6112,2,999,3,5,3731,1579,1155,2
2.6,1.8,35,17804,2,1498,4,4.9,3995,1695,1051,4
10.3,1.2,41,8794,6,1493,4,5.2,4300,1790,1720,3
10.3,1.8,59,27003,2,1197,4,4.8,3845,1735,1335,2
0.9,3,38,13051,6,1493,4,5.2,4300,1790,1720,3
3.2,2.4,56,5410,2,796,3,4.6,3445,1515,1185,0
10.9,3.2,61,8794,6,1493,4,5.2,4300,1790,1720,3
10.5,1,55,8794,2,1197,4,4.8,3845,1735,1335,2
1.5,0,44,27003,2,796,3,4.6,3445,1515,1185,0
5.6,0.4,60,34791,2,796,3,4.6,3445,1515,1185,0
2.1,0.8,52,34738,6,1493,4,5.2,4300,1790,1720,3
2.2,2,43,73430,2,796,3,4.6,3445,1515,1185,0
1.2,0.2,40,73430,2,796,3,4.6,3445,1515,1185,0
0.3,0.2,52,34738,2,796,3,4.6,3445,1515,1185,0
1.5,2,51,8794,2,1197,4,4.8,3995,1735,1335,2
0.3,0.4,50,6112,2,796,3,4.6,3445,1515,1185,0
11.4,0.6,40,8794,2,1197,4,4.8,3845,1735,1335,2
3.4,0.2,35,6112,2,796,3,4.6,3445,1515,1185,0
10.6,1.6,43,27742,6,1197,4,4.85,3990,1745,1410,0
0.2,2.4,44,34791,2,999,3,5,3731,1579,1155,2
9,0.8,41,16733,2,796,3,4.6,3445,1515,1185,0
10.3,0.2,51,73430,6,1493,4,5.2,4300,1790,1720,3
0.7,0.6,38,73430,2,1197,4,4.8,3995,1735,1335,2
3.2,0.6,37,6112,2,796,3,4.6,3445,1515,1185,0
3,1.8,48,65567,2,1197,4,4.8,3845,1735,1335,2
1.7,2.2,35,27003,6,1493,4,5.2,4300,1790,1720,3
6.4,0.2,43,4076,2,998,3,4.7,3655,1620,1340,2
2.4,2.4,35,6112,6,1197,4,4.85,3990,1745,1410,0
1.2,2.8,45,5410,6,1493,4,5.2,4300,1790,1720,3
2.5,2.8,45,34791,2,999,3,5,3731,1579,1155,2
5.5,0.2,45,73430,2,1197,4,4.8,3845,1735,1335,2
0.8,1,52,8794,6,1493,4,5.2,4300,1790,1720,3
2.4,3.4,41,8794,2,1197,4,4.8,3845,1735,1335,2
11,0.8,44,34738,2,999,3,5,3731,1579,1155,2
10.9,2.4,61,17804,6,1493,4,5.2,4300,1790,1720,3
5.4,1.4,42,8794,2,998,3,4.7,3655,1620,1340,2
10.7,0.2,40,3264,2,796,3,4.6,3445,1515,1185,0
12.4,2,53,34738,2,1197,4,4.8,3845,1735,1335,2
2.9,2,35,8794,2,998,3,4.7,3655,1620,1340,2
0.8,3,39,34738,6,1493,4,5.2,4300,1790,1720,3
10.4,2,41,8794,2,1197,4,4.8,3845,1735,1335,2
5.4,2.8,39,8794,6,1493,4,5.2,4300,1790,1720,3
8,1,48,4990,6,1197,4,4.85,3990,1745,1410,0
2.5,0.2,45,73430,2,796,3,4.6,3445,1515,1185,0
5.8,1.6,40,7788,6,1493,4,5.2,4300,1790,1720,3
5.3,0.6,36,73430,2,1197,4,4.8,3845,1735,1335,2
10.2,0.2,45,27003,1,1196,4,4.5,3675,1475,1510,0
1,0.6,59,4076,2,1197,4,4.8,3845,1735,1335,2
7.7,1.6,49,8794,2,998,3,4.7,3655,1620,1340,2
9.3,1,62,34738,2,1497,4,5,3990,1755,1490,5
3,0.6,45,16206,2,796,3,4.6,3445,1515,1185,0
11.8,1.4,43,8794,6,1493,4,5.2,4300,1790,1720,3
11.2,0.2,59,34738,2,1197,4,4.8,3845,1735,1335,2
11,0.4,36,4076,1,1196,4,4.5,3675,1475,1510,0
0.6,2.8,49,65567,6,1197,4,4.85,3990,1745,1410,0
4.1,2.6,42,6112,6,1493,4,5.2,4300,1790,1720,3
0.8,3.2,45,34738,6,1493,4,5.2,4300,1790,1720,3
11,0.4,35,8794,2,1197,4,4.8,3845,1735,1335,2
7.6,0.2,50,34738,2,796,3,4.6,3445,1515,1185,0
2.6,0.4,41,34738,2,796,3,4.6,3445,1515,1185,0
1.7,2.6,45,8794,2,1197,4,4.8,3845,1735,1335,2
5,2.6,43,73430,1,1196,4,4.5,3675,1475,1510,0
10,2.8,38,27003,2,1197,4,4.8,3845,1735,1335,2
3.8,3,37,8794,2,1197,4,4.8,3845,1735,1335,2
1,3.2,41,27003,6,1493,4,5.2,4300,1790,1720,3
4.5,1.2,35,5410,2,1197,4,4.8,3845,1735,1335,2
8.4,3.6,47,8794,6,1493,4,5.2,4300,1790,1720,3
8.5,1,48,8794,6,1493,4,5.2,4300,1790,1720,3
12.4,1.4,44,8794,6,1197,4,4.85,3990,1745,1410,0
4.9,0.6,64,4990,2,796,3,4.6,3445,1515,1185,0
0.5,0,35,8794,2,998,3,4.7,3655,1620,1340,2
0.6,0,52,35036,2,796,3,4.6,3445,1515,1185,0
9,1,40,8794,2,1197,4,4.8,3845,1735,1335,2
11.7,1.6,35,8794,2,998,3,4.7,3655,1620,1340,2
3.8,2,36,13051,2,796,3,4.6,3445,1515,1185,0
11.3,1,59,27742,2,998,3,4.7,3655,1620,1340,2
2.8,2.8,43,27003,6,1493,4,5.2,4300,1790,1720,3
3.7,3,56,8794,6,1493,4,5.2,4300,1790,1720,3
11.4,2.2,40,8794,2,1197,4,4.8,3845,1735,1335,2
1,4,40,17804,2,998,3,4.7,3655,1620,1340,2
11.1,0.2,50,8794,2,1197,4,4.8,3845,1735,1335,2
11.8,2.6,40,6108,6,1197,4,4.85,3990,1745,1410,0
5.2,1.6,36,27003,2,1197,4,4.8,3845,1735,1335,2
5.3,2.6,44,21622,2,1197,4,4.8,3845,1735,1335,2
1,2.2,50,8794,6,1493,4,5.2,4300,1790,1720,3
7.3,0.8,54,6112,2,796,3,4.6,3445,1515,1185,0
6.1,0.4,43,8794,6,1493,4,5.2,4300,1790,1720,3
10.6,1.8,45,27003,2,1197,4,4.8,3845,1735,1335,2
5.8,0,43,27003,2,796,3,4.6,3445,1515,1185,0
12.4,3.6,39,6112,2,796,3,4.6,3445,1515,1185,0
10.9,2.8,37,8794,2,998,3,4.7,3655,1620,1340,2
4.1,1,54,27003,2,1498,4,4.9,3995,1695,1051,4
4.4,2,39,34738,2,1498,4,4.9,3995,1695,1051,4
2.8,0.2,40,6112,2,796,3,4.6,3445,1515,1185,0
0.7,0,50,4076,2,796,3,4.6,3445,1515,1185,0
2.8,2.2,43,290,6,1493,4,5.2,4300,1790,1720,3
0.3,0,49,34738,2,796,3,4.6,3445,1515,1185,0
11.7,0.6,47,8794,2,1497,4,5,3990,1755,1490,5
5.2,1.6,48,34738,2,1197,4,4.8,3845,1735,1335,2
0.4,1,48,8794,2,1497,4,5,3990,1755,1490,5
2.5,0.2,57,34738,2,796,3,4.6,3445,1515,1185,0
11.7,2.4,47,8794,2,1197,4,4.8,3845,1735,1335,2
11.1,0.4,49,7788,2,998,3,4.7,3655,1620,1340,2
5.8,0,40,34738,2,796,3,4.6,3445,1515,1185,0
2.8,0,40,7788,2,998,3,4.7,3655,1620,1340,2
5.8,1.6,38,4076,2,1197,4,4.8,3845,1735,1335,2
12.4,0.8,44,17804,2,1197,4,4.8,3995,1735,1335,2
2.7,0,41,5410,6,1493,4,5.2,4300,1790,1720,3
7.5,2,46,4990,2,1197,4,4.8,3845,1735,1335,2
7.5,1.2,43,6112,6,1493,4,5.2,4300,1790,1720,3
9.3,1.2,39,4990,2,796,3,4.6,3445,1515,1185,0
0.9,0.6,36,4076,2,1197,4,4.8,3845,1735,1335,2
0.9,0.4,48,34738,2,998,3,4.7,3655,1620,1340,2
0.9,0.6,46,34738,6,1493,4,5.2,4300,1790,1720,3
1.1,0.2,43,27003,2,1498,4,4.9,3995,1695,1051,4
0.5,6.2,60,8794,6,1493,4,5.2,4300,1790,1720,3
12.1,3.4,49,34738,2,1197,4,4.8,3845,1735,1335,2
0.2,0,52,34791,2,796,3,4.6,3445,1515,1185,0
